# m[Msun] r[Rsun] L[Lsun] T[K] Q[/s] Sdd[mJy kpc2]
        0.38178              2.0159              188.48              15059.             0.40557E+042        0.46623E-002        0.12250E-004
        0.38943              2.0416              191.72              15028.             0.39779E+042        0.45729E-002        0.11813E-004
        0.39727              2.0666              195.12              15002.             0.39360E+042        0.45248E-002        0.11484E-004
        0.40535              2.0909              198.72              14983.             0.39292E+042        0.45168E-002        0.11257E-004
        0.41332              2.1162              202.19              14958.             0.39108E+042        0.44958E-002        0.11012E-004
        0.42154              2.1407              205.86              14939.             0.39151E+042        0.45007E-002        0.10827E-004
        0.43000              2.1643              209.76              14927.             0.39472E+042        0.45376E-002        0.10713E-004
        0.43875              2.1869              213.89              14923.             0.40075E+042        0.46069E-002        0.10666E-004
        0.44768              2.2100              218.10              14917.             0.40660E+042        0.46742E-002        0.10613E-004
        0.45651              2.2324              222.33              14913.             0.41318E+042        0.47498E-002        0.10580E-004
        0.46539              2.2549              226.61              14910.             0.41979E+042        0.48258E-002        0.10546E-004
        0.47451              2.2762              231.13              14913.             0.42947E+042        0.49371E-002        0.10578E-004
        0.48402              2.2957              236.06              14928.             0.44459E+042        0.51108E-002        0.10722E-004
        0.49378              2.3153              241.13              14944.             0.46062E+042        0.52951E-002        0.10875E-004
        0.50378              2.3337              246.47              14967.             0.48036E+042        0.55221E-002        0.11096E-004
        0.51409              2.3522              251.98              14991.             0.50181E+042        0.57687E-002        0.11337E-004
        0.52412              2.3697              257.51              15016.             0.52760E+042        0.60652E-002        0.11664E-004
        0.53458              2.3849              263.53              15055.             0.56458E+042        0.64903E-002        0.12197E-004
        0.54524              2.4017              269.51              15087.             0.59910E+042        0.68871E-002        0.12655E-004
        0.55615              2.4149              276.08              15136.             0.65009E+042        0.74732E-002        0.13405E-004
        0.56703              2.4261              282.91              15194.             0.71216E+042        0.81868E-002        0.14331E-004
        0.57837              2.4350              290.32              15264.             0.79349E+042        0.91217E-002        0.15560E-004
        0.58970              2.4433              297.89              15337.             0.88636E+042        0.10189E-001        0.16940E-004
        0.60171              2.4499              306.09              15420.             0.10043E+043        0.11545E-001        0.18679E-004
        0.61401              2.4563              314.57              15506.             0.11414E+043        0.13121E-001        0.20657E-004
        0.62644              2.4626              323.22              15592.             0.12968E+043        0.14907E-001        0.22840E-004
        0.63887              2.4691              331.99              15676.             0.14698E+043        0.16896E-001        0.25204E-004
        0.65159              2.4749              341.08              15763.             0.16749E+043        0.19254E-001        0.27956E-004
        0.66439              2.4808              350.34              15850.             0.19050E+043        0.21899E-001        0.30956E-004
        0.67768              2.4862              360.04              15942.             0.21793E+043        0.25053E-001        0.34460E-004
        0.69124              2.4915              370.02              16034.             0.24749E+043        0.28451E-001        0.38079E-004
        0.70470              2.4963              380.17              16127.             0.27700E+043        0.31843E-001        0.41480E-004
        0.71908              2.5026              390.71              16217.             0.30923E+043        0.35548E-001        0.45058E-004
        0.73351              2.5070              401.72              16316.             0.34795E+043        0.39999E-001        0.49309E-004
        0.74840              2.5135              412.80              16406.             0.38811E+043        0.44616E-001        0.53526E-004
        0.76322              2.5192              424.11              16499.             0.43399E+043        0.49890E-001        0.58256E-004
        0.77858              2.5247              435.89              16594.             0.48692E+043        0.55975E-001        0.63595E-004
        0.79421              2.5273              448.49              16704.             0.55389E+043        0.63674E-001        0.70310E-004
        0.80993              2.5342              460.57              16793.             0.61705E+043        0.70934E-001        0.76272E-004
        0.82591              2.5387              473.36              16893.             0.69494E+043        0.79889E-001        0.83580E-004
        0.84267              2.5471              486.07              16977.             0.77065E+043        0.88591E-001        0.90260E-004
        0.85942              2.5530              499.40              17073.             0.85482E+043        0.98267E-001        0.97447E-004
        0.87613              2.5563              513.39              17180.             0.95388E+043        0.10966             0.10578E-003
        0.89364              2.5650              526.94              17263.             0.10434E+044        0.11995             0.11273E-003
        0.91170              2.5696              541.82              17368.             0.11625E+044        0.13364             0.12215E-003
        0.93024              2.5801              555.95              17444.             0.12645E+044        0.14536             0.12948E-003
        0.94924              2.5872              571.22              17539.             0.13963E+044        0.16051             0.13916E-003
        0.96775              2.5913              587.08              17645.             0.15567E+044        0.17895             0.15095E-003
        0.98679              2.6021              601.92              17719.             0.16884E+044        0.19409             0.15969E-003
         1.0062              2.6078              618.38              17819.             0.18732E+044        0.21534             0.17246E-003
         1.0269              2.6202              634.19              17890.             0.20264E+044        0.23296             0.18191E-003
         1.0476              2.6269              651.53              17988.             0.22432E+044        0.25787             0.19601E-003
         1.0682              2.6412              667.14              18045.             0.23933E+044        0.27513             0.20423E-003
